Temperature (°C),Humidity (%),Soil Moisture (%),Light Intensity,Pressure (hPa),Predicted Crop
20.39622625,34.05415515,5.479466152,1,1045.880182,Brinjal
29.18400345,59.88480547,36.96618111,0,1044.026158,Chili
20.63480174,92.82831548,91.29902989,1,1033.702394,Maize
17.9474186,82.83256379,49.89566304,1,1015.440414,Onion
23.88862465,70.39252096,31.72514099,1,961.5661885,Millets
19.28125336,71.78620296,8.425572365,1,1005.355065,Millets
23.18598693,77.5718881,32.95116476,0,1049.222016,Brinjal
35.65817814,41.56216283,24.43800718,0,1024.524604,Wheat
16.76986449,86.8061171,42.81290668,0,1011.797711,Groundnut
26.14380477,75.48082903,98.59259345,0,982.1117053,Maize
23.25567701,67.30844707,0.318132269,0,999.4112756,Sorghum
36.57598025,84.80239915,81.2811307,0,982.9428289,Millets
19.03325063,86.81711768,45.08395302,0,969.6725705,Brinjal
33.68387413,75.87412211,4.332216041,0,968.9072638,Brinjal
35.56220574,92.19762788,72.44777022,1,963.8398897,Potato
33.28049346,73.00576759,68.76145892,1,972.303051,Tomato
26.42594681,68.33761141,45.69199679,0,970.6782442,Potato
15.71043071,39.04361065,51.59676264,0,957.8226489,Maize
33.9311547,90.84653419,3.330147471,0,985.0251568,Cabbage
23.60025072,78.15823611,52.75614221,1,996.3037032,Maize
20.34091329,80.47441793,78.94596184,1,957.59781,Maize
41.41766868,85.44185733,25.0306218,1,998.3112565,Rice
19.04207553,41.40227814,24.88394245,0,1007.734356,Cabbage
40.40102497,94.1374877,76.22476787,1,1006.254112,Mustard
27.41399614,68.12821668,47.07862255,1,1015.817123,Millets
18.08236044,77.30481154,37.83582692,1,1008.241766,Cabbage
32.71323421,38.8991996,12.12863229,0,968.5511056,Groundnut
24.23716433,62.99083081,79.93542365,1,1010.224843,Pulses
21.91572081,70.21712293,5.392122718,1,1016.965014,Barley
26.21609048,62.095003,19.44783321,1,1007.865226,Sorghum
28.32380243,60.18700845,64.42939348,0,1008.308709,Maize
39.72568295,85.84409678,56.26173958,1,1035.328191,Mustard
39.46456477,70.56409388,97.54225847,1,977.4737912,Barley
40.33774061,98.74711678,66.93555802,1,983.2513621,Potato
28.98675412,49.52053317,95.0083347,0,1015.40406,Pulses
28.42991789,92.08872851,76.73468678,1,983.6184614,Maize
19.22335335,71.40706033,43.62547471,1,952.6335573,Millets
38.27823548,39.7590572,32.92867553,1,980.2778444,Brinjal
25.06870175,55.56904101,35.88513739,0,1019.646448,Onion
20.07833769,79.47415361,51.43734073,0,967.8503949,Maize
44.05612847,77.15944297,7.412148944,1,1022.809739,Rice
23.22070704,95.13513837,56.87728491,1,1016.419437,Cotton
37.17609081,53.19637367,9.888917007,1,952.0342185,Sugarcane
43.01552596,79.77372946,61.42812803,0,1021.877408,Cabbage
42.11078286,76.04314684,3.102728527,1,959.2961769,Wheat
20.19874694,48.48828371,40.42265092,1,970.9282943,Barley
24.31392185,69.63891258,59.64166619,1,1015.358807,Maize
18.56250831,73.06544179,50.04629388,1,1001.542668,Cotton
30.86702863,35.48772854,50.27356142,0,967.0180265,Cauliflower
15.38467171,30.71375425,74.45110853,1,1027.918953,Maize
20.67033195,81.08655125,93.77735321,0,1038.100677,Pulses
42.69167506,97.39225722,57.37879992,0,1027.828251,Brinjal
40.73587822,42.53430861,0.557733017,0,1010.00579,Wheat
28.79854972,40.56656017,64.54852422,0,964.0664186,Cotton
30.61562911,71.44758643,31.94743772,0,1041.286051,Brinjal
38.7673539,97.62317076,7.699321183,1,954.3113054,Rice
27.52039115,90.64465865,21.23802588,0,1016.957679,Groundnut
43.68408295,67.52703285,38.03702931,0,976.5713954,Groundnut
17.80731667,54.69938953,19.51697509,0,1010.499917,Cauliflower
18.84649493,52.39872834,39.22294746,1,977.1363321,Chili
18.63126577,35.15025443,27.54164692,0,1038.926997,Mustard
20.10862711,35.99533184,67.8820506,1,1000.002649,Maize
19.32147063,80.18169384,43.56273058,1,1020.115571,Onion
42.78802025,81.53642226,66.93717026,1,1027.764086,Groundnut
17.53099002,86.63919198,67.8595929,0,989.6604097,Maize
33.18360693,30.99444268,64.16785163,1,956.9095121,Peas
32.46964728,78.35843623,96.58844924,1,970.8553569,Cabbage
27.48426856,51.56778646,0.293544822,1,988.6259696,Chili
15.9708606,73.66220301,35.15776967,0,1044.259782,Cauliflower
32.03061325,71.29200526,35.46862025,0,1046.052582,Chili
16.8564407,58.66913389,58.35801924,1,1003.686132,Maize
39.47714791,37.98007021,70.32951606,1,1027.999383,Mustard
40.02932909,33.95960777,76.83021625,0,958.4093614,Tomato
21.49056292,58.48292839,13.34576433,1,1040.5565,Barley
32.24322334,81.89906228,3.99760851,1,1027.322753,Peas
24.90990924,64.49828607,35.84891821,1,1039.032379,Peas
24.10585922,42.1894974,25.9520598,1,1047.850716,Sorghum
38.61281537,40.70876673,95.05760288,1,957.2831588,Groundnut
44.67842056,47.69673603,96.91142914,0,1034.66032,Barley
23.94479813,57.78757024,46.5915502,1,1048.869128,Onion
41.1420219,65.74737333,69.15365986,1,1048.708702,Potato
18.77099345,60.67441824,92.80442566,0,1010.824486,Cotton
19.07878339,83.85306971,94.21551931,0,1004.904193,Pulses
17.71331167,40.90220377,36.49664671,1,972.5750046,Brinjal
18.85547826,49.90097884,74.20535396,0,1035.793307,Cotton
40.38694339,96.22562587,71.3652364,0,963.6395324,Chili
40.72397137,90.67381805,33.86013837,1,997.2962407,Onion
41.47969793,64.51805162,93.18338707,0,1023.925398,Cabbage
44.73494572,62.21796614,46.8999397,0,983.9903798,Chili
39.09355213,56.13395786,87.7819531,0,1014.06725,Tobacco
26.99831295,74.68605981,60.75341873,1,975.4127446,Maize
27.31295238,32.6376715,62.91708957,1,1049.280209,Pulses
39.75690273,31.71237749,5.327783472,1,952.0166449,Wheat
38.00050413,92.94640182,27.82396853,0,994.8036666,Rice
21.12110254,74.38577402,42.21438015,0,966.9889026,Brinjal
36.36855962,60.74052123,21.84024892,1,1047.867756,Rice
44.59846475,84.72364033,12.34270765,0,1027.227301,Wheat
24.46650141,95.65603673,15.60596235,1,1007.561689,Millets
37.1939946,94.18937552,77.81446409,1,954.6693987,Groundnut
34.94519947,94.26824489,20.8495952,0,953.6025437,Sorghum
15.83886213,65.86907119,91.07358118,0,957.0677955,Cotton
23.16342295,57.84989156,70.36844502,0,953.5577578,Cotton
21.42866349,58.16551198,14.81759962,1,1025.940709,Tomato
33.16041022,52.49713603,97.56085374,0,1009.149286,Millets
18.21921131,53.87777841,7.082430831,0,1011.484972,Peas
21.41094664,90.09916071,31.17189296,0,1005.521931,Potato
35.24406241,40.18002738,1.809573129,0,1024.325817,Sugarcane
31.44891448,37.91070767,96.3101758,0,1002.475289,Chili
37.05611204,39.82192308,74.46635208,1,1017.171507,Potato
25.66061139,36.68998068,41.00009555,0,1025.401973,Mustard
18.59740948,44.83526768,93.06644303,0,1000.777699,Cotton
40.47690925,42.43852354,91.78075894,0,952.1348106,Potato
17.17133656,94.04340484,13.60374806,0,1025.709329,Chili
31.47276335,95.02549328,13.91534044,1,1029.913082,Potato
40.79008688,70.35217046,55.73977816,1,1012.231595,Millets
21.27889467,81.56048553,19.93850277,0,1032.037682,Cabbage
16.65773372,46.10330515,82.37831488,0,1001.62315,Pulses
40.90849939,75.69501683,13.72329282,1,991.2276626,Rice
20.53243715,76.24806465,6.800905912,1,1018.383806,Mustard
39.84485249,95.15207456,78.51934471,0,979.210653,Brinjal
43.64582605,70.41763661,6.145328325,0,1039.113123,Wheat
30.91996956,61.15623818,54.47649873,1,1037.44804,Sorghum
42.88524911,34.07391797,92.57007717,0,982.6569465,Barley
18.27147228,77.35533639,51.99992443,0,957.6560214,Cotton
19.73238051,36.92346448,58.07429171,0,1047.896818,Pulses
39.41149537,35.54639739,43.61279072,1,1006.301258,Onion
42.6479062,72.10509188,81.97149549,0,1013.687606,Chili
30.08265321,84.69112064,85.894838,1,981.0111894,Chili
32.30902014,35.91218307,77.1814085,1,1009.215795,Potato
29.79366054,33.91042696,31.29147083,1,1048.997115,Sorghum
31.96237296,43.80277964,97.38670543,1,997.4707185,Brinjal
17.04167174,62.39620551,20.84483063,0,1000.429822,Tomato
43.02092971,33.28508491,42.97332215,1,1034.549411,Barley
24.49577404,59.9566175,98.3210144,1,1014.127148,Maize
24.82683233,77.22202932,66.89216855,0,987.8328671,Pulses
33.07865321,76.89358841,99.63007244,1,996.4638186,Cauliflower
24.59164001,83.50240276,61.88417952,0,1017.054179,Maize
43.44660118,74.9439599,77.18289903,1,1040.066116,Cabbage
35.79256424,41.00106779,10.16505703,1,1030.713035,Rice
22.98226557,51.68984732,91.14840828,0,977.1894729,Pulses
27.99630137,46.12127449,69.3692484,1,980.1646576,Maize
39.77120303,51.62246884,48.74675891,1,973.1783783,Cabbage
27.83076225,75.37464453,36.17447699,1,989.6553568,Tobacco
42.02646508,79.69555498,16.09410991,1,1020.164234,Sugarcane
40.32393637,39.18295587,79.09908844,0,1018.132505,Tobacco
33.28976849,40.80238393,8.306076275,0,1017.626083,Peas
34.05848582,58.48649041,80.86947018,1,956.4986528,Onion
37.43880834,74.41609677,22.56241603,1,999.9249139,Rice
39.82469699,53.52934975,81.9769065,1,1018.844951,Brinjal
15.94481301,56.26330646,51.69805572,0,1016.489443,Pulses
27.49296146,44.444933,58.45855861,0,1011.375719,Cotton
20.74111499,76.72837509,5.910629002,1,957.8082906,Tobacco
17.7837098,84.14955715,24.71607462,0,966.8202308,Sorghum
24.2508758,57.46195262,14.22905653,0,1045.577548,Onion
40.17935148,57.31825067,9.067670956,1,1043.868157,Sugarcane
16.00624691,48.94332966,51.3279255,0,996.0989716,Pulses
17.08983258,45.11607728,50.97481808,1,1037.040739,Maize
24.94455765,81.922061,87.45552579,0,987.0001417,Pulses
37.16884391,85.9941492,71.99950105,0,983.1158576,Sorghum
39.25213129,85.0368725,92.59773605,0,1047.338557,Tobacco
21.49084744,32.46464403,2.69117071,1,971.079665,Barley
26.34102581,52.31495388,42.93913354,0,1008.990102,Chili
27.65585696,68.87921632,37.43061567,0,953.9052759,Cauliflower
41.565582,58.5962302,46.40120925,0,1025.943521,Barley
16.94283499,59.93842431,63.61875924,1,1024.594265,Maize
31.23068222,61.73352387,55.66702311,0,1015.392377,Tomato
17.92158675,84.5628326,16.58684598,1,993.7887276,Chili
29.20267163,77.04840779,32.14012784,1,1034.185746,Barley
20.19723927,37.55058237,12.54787443,1,957.5734809,Groundnut
16.74058764,89.44216917,3.167614469,0,1032.907703,Brinjal
41.78165133,45.80834415,89.08283991,1,1004.229202,Millets
24.59280227,72.71557359,51.79392853,0,1018.441435,Pulses
24.49206482,43.80835719,44.56264808,1,965.6697521,Mustard
42.89508541,55.53421309,13.60761468,1,967.4103776,Sugarcane
32.82253432,49.67782081,19.74283956,1,964.8987412,Onion
21.45492628,49.73877717,12.93458857,1,1010.249725,Cabbage
29.05782066,85.30941317,13.13417979,0,1040.595293,Tomato
26.13733015,66.89704342,18.40345348,0,971.1657785,Brinjal
37.32606304,49.235422,12.59360328,0,1035.702331,Rice
27.27081313,75.02472491,34.41871824,0,1037.423932,Cauliflower
43.58144312,67.73518061,74.68426832,1,965.2427427,Groundnut
31.50466467,67.66503426,80.26901677,0,962.5685989,Groundnut
33.19117378,55.15728749,35.47128161,0,999.1413464,Onion
36.19612677,66.95430534,48.00902129,0,1011.550063,Chili
21.75501714,59.59686888,65.38155476,0,1004.453894,Pulses
30.29506959,58.11203326,51.46097604,0,1013.826771,Cabbage
15.40308528,53.26853958,82.28790274,1,975.3558607,Maize
34.04412203,38.3402387,25.93934295,0,1005.933106,Tobacco
41.36150955,31.97814861,2.852102409,1,964.1478383,Wheat
29.64407291,71.43045622,93.13158315,0,1006.099844,Pulses
30.54573925,30.811348,16.93348214,0,1028.79016,Cabbage
32.11747073,76.26641942,51.58795138,1,1014.161172,Chili
44.24371195,43.71824632,0.364395999,1,1047.41655,Sugarcane
25.94686987,91.63893737,60.80364744,0,967.183598,Pulses
24.55169417,30.6854326,67.72640028,1,1048.290789,Maize
34.76569979,80.54460342,14.31811566,0,1029.794463,Cabbage
43.44301043,49.876043,91.19437699,0,957.2792163,Millets
37.7682491,71.91862077,73.06154329,0,985.6000964,Barley
29.64678803,60.62891773,20.55810415,0,951.9292304,Peas
29.53600594,56.05013992,53.30541011,1,955.3012257,Pulses
27.18813532,43.02752577,71.8268683,0,955.7628897,Maize
18.42239953,92.41436939,65.80010607,1,985.8016649,Cotton
43.89343019,75.92625438,37.26921902,1,1003.891568,Peas
43.54143325,35.09055183,76.73837664,0,1042.570314,Mustard
43.16262201,90.78360928,38.23821661,0,1032.759546,Sorghum
35.69214976,88.92823785,79.07133611,0,952.5212949,Millets
32.10683336,42.39035881,70.92843875,0,953.3271906,Cauliflower
27.67633976,60.05177515,76.5365596,1,976.7117701,Maize
22.11385239,63.30820219,49.10906502,0,1048.763686,Sorghum
37.0249438,61.08884424,24.81450291,0,995.696036,Rice
19.04322006,82.3281622,77.89575884,1,953.2611158,Pulses
36.02362024,32.121974,2.203608957,1,971.1162312,Wheat
15.68953996,50.24654912,94.83521096,0,995.6430884,Pulses
33.29926838,90.44985284,17.79978142,0,997.9091146,Potato
42.95448303,49.93682251,40.78525733,1,1016.819581,Sorghum
44.02533215,68.85189241,9.88116275,0,1031.415546,Rice
44.51805248,33.15534771,67.62616979,1,959.8644062,Barley
17.6433179,41.32700831,66.79077053,0,992.9237699,Cotton
25.95467343,97.71614684,73.33758516,1,970.8035417,Cotton
38.48731749,49.56289059,68.03263762,0,997.159164,Cabbage
16.8396465,47.70211072,89.72461479,1,975.8018712,Cotton
19.78478825,93.83633894,90.90961017,1,1024.283254,Cotton
37.8581804,44.48930622,76.61511234,0,1046.184595,Cabbage
30.83952896,64.54556794,7.849887203,0,952.5035261,Sorghum
29.37282962,50.13949147,77.41662061,1,1027.97521,Pulses
33.51096011,66.80548586,74.86969599,1,1003.441042,Cauliflower
32.35251859,59.43759287,54.88815684,0,1025.222829,Potato
42.60712682,48.64176668,26.86268963,0,1023.579232,Sugarcane
27.66954276,43.35986061,9.703862734,1,1010.811727,Barley
17.8071075,93.55069288,61.08633811,1,966.1407371,Cotton
35.59629861,34.45949919,18.75550793,0,1017.420086,Rice
31.39402135,51.30507735,7.4742412,0,954.8379531,Peas
27.35778043,56.07460322,5.283646857,1,972.3906701,Onion
41.15826103,68.68806453,82.21995899,1,1005.03919,Cauliflower
25.33752628,51.14560652,33.45224672,0,1032.397734,Cabbage
17.81558285,80.21336617,76.15381091,1,1005.001776,Pulses
35.99972783,70.47142206,42.13217387,1,1043.112599,Onion
34.41903279,82.79309887,0.917582513,1,1013.980219,Groundnut
40.92000152,41.66155182,41.9935876,0,998.2268367,Onion
32.4176125,66.40660874,46.85516597,1,997.9536244,Potato
26.18101624,96.53772572,23.27703186,1,957.2674967,Tobacco
21.81277881,97.60103853,52.1250626,0,987.8778482,Maize
40.47282091,80.69098998,31.91475379,1,1000.886285,Barley
39.55897607,73.2933387,88.14942784,0,1019.674852,Tomato
44.90004201,77.79012479,96.69056618,0,1006.384451,Onion
19.419712,60.48460578,14.81824497,0,996.660549,Potato
37.85495289,38.76813746,70.92402737,1,975.5231159,Tobacco
15.18646217,61.71607187,58.64160165,0,1024.735068,Cotton
24.66393356,66.70048311,39.22955708,1,980.5264756,Groundnut
33.16919131,56.86927475,7.787926031,0,1001.150544,Barley
42.87738799,67.63661694,97.53088545,0,952.4606805,Onion
43.79177968,64.57364752,2.278137586,0,1042.936412,Wheat
18.18435994,85.43355297,12.63153336,0,1013.311298,Cauliflower
31.06269736,48.50780532,42.60326624,0,991.9959861,Peas
32.1449102,34.7897577,20.73692601,1,977.229758,Tobacco
18.64835523,43.62225268,68.71257435,0,1027.769584,Maize
15.03609139,94.726137,24.74897074,1,959.7674913,Onion
38.97395199,38.77827013,6.91274353,1,1009.267249,Sugarcane
17.443266,36.00751229,71.41316989,1,1028.098259,Pulses
19.08643693,39.80166388,15.07752664,1,961.0479558,Peas
20.88489103,69.59201012,73.15988081,0,1039.391761,Pulses
37.67268093,74.20915719,10.58805115,0,993.5623097,Wheat
20.38748232,94.28298937,7.986409158,1,991.5472102,Millets
37.09879183,98.2963458,59.40320659,0,988.5354074,Mustard
31.82439986,59.81430251,23.83423432,0,1023.211587,Millets
20.7452376,98.39902962,73.53232187,1,1049.687709,Pulses
16.83151468,79.08272789,79.85792737,1,1045.807654,Maize
16.13872912,74.25299803,19.32536075,1,1033.657056,Cabbage
32.20774904,45.28150684,69.14459949,1,996.2933644,Tomato
18.53402198,63.49705465,8.126181351,0,962.1212746,Cabbage
35.81148148,40.32852997,32.20506488,0,991.8166287,Tobacco
21.40405229,50.09091405,25.61278589,0,999.6504278,Mustard
19.7759409,92.59425729,10.17740486,0,1045.120988,Chili
36.15253433,88.2786741,60.40354089,1,979.1543997,Brinjal
42.72641809,40.31637135,79.02695265,1,953.8576458,Brinjal
21.58092252,78.50705219,83.72719309,0,1022.617152,Pulses
40.99900082,74.78963344,32.27956037,1,1015.670846,Barley
17.24958767,87.79291561,64.20098494,1,1041.055884,Cotton
42.65240202,37.89209508,3.675344751,0,1049.291456,Wheat
37.48805771,95.14879305,71.82133459,1,973.4532952,Brinjal
22.51186718,59.33927135,74.84983575,1,1025.370535,Pulses
17.75253994,83.64872536,99.28078623,0,960.7516372,Maize
16.99153539,62.45663952,88.21821648,1,982.2939826,Pulses
37.37920548,31.19756717,49.42870807,1,1041.806054,Sorghum
37.15238071,99.89579639,51.09259921,1,1005.352617,Tomato
26.63894294,35.73001981,44.92136131,0,1032.395943,Brinjal
36.15575729,83.78196776,68.05065984,0,993.7578427,Peas
32.84935538,63.1885648,16.19217208,0,950.6298691,Chili
18.22344445,66.27152194,97.88993505,0,1042.943151,Pulses
44.71288742,60.53182249,54.85567744,1,1001.940237,Cauliflower
39.75822784,33.52893685,81.10977821,0,1046.762156,Groundnut
22.40321849,99.69488795,83.92096793,0,980.6739311,Maize
28.85095352,32.18118395,18.59604268,0,999.861106,Brinjal
44.93190373,97.41085533,83.49493974,1,1034.496503,Millets
28.4812296,74.07894943,72.40076719,1,983.2283125,Maize
38.45064649,32.34991929,72.18615651,0,1015.786643,Chili
32.67941621,64.46157584,83.92417228,1,1033.982241,Millets
36.75949829,35.68941444,9.459944252,0,1043.129243,Rice
22.39618141,70.85387455,40.34057455,0,1015.070881,Barley
18.19698094,36.87345941,53.37865542,0,1041.460065,Pulses
29.20006044,53.41365949,62.10946746,1,1034.109737,Maize
33.67783333,62.70838046,89.51474362,0,1011.278818,Mustard
15.00367758,90.52427206,53.30220776,0,957.9891899,Pulses
29.81027419,60.82974987,55.2080838,1,954.5200397,Maize
34.04267974,46.83076604,51.37052345,1,1042.729259,Millets
35.55397678,45.27078394,14.32495143,1,958.304962,Sugarcane
27.7259055,68.77157017,72.20815378,0,1008.326093,Cotton
28.2461758,97.55384609,17.75246837,0,1011.979269,Potato
39.2376794,82.40387914,66.9517436,1,1005.075629,Cauliflower
31.86997541,54.64738932,36.30389296,0,1000.618142,Cabbage
27.38506451,43.19448994,56.51490308,0,1007.615441,Maize
39.66253775,47.55890131,15.10488128,0,954.8218882,Wheat
44.33344282,56.95341872,18.1417224,0,1005.199347,Sugarcane
19.3903082,79.66050882,65.08970605,1,1020.591482,Maize
37.47190831,93.7268779,12.97331932,1,979.702059,Wheat
31.87360148,60.35505488,11.93717826,0,1043.057617,Cauliflower
34.3252883,59.14437707,88.41289786,0,1037.910431,Tomato
44.79646831,32.09842559,69.92953915,1,1038.003522,Tobacco
34.9364827,57.42232562,81.70256315,0,986.3920095,Sorghum
24.35941843,59.22282386,30.8288198,1,958.3497974,Tobacco
34.19292135,95.52546188,59.57246329,1,976.2325491,Sorghum
41.6987197,80.51636311,16.87706952,0,973.2897204,Wheat
16.48215252,45.28433382,97.51354132,0,1005.584596,Pulses
25.06217239,65.52572068,72.04369346,0,973.4315988,Pulses
34.85661572,80.72257736,26.67013292,1,964.1737453,Brinjal
44.56404783,59.11094626,61.68641631,0,1025.738507,Cabbage
20.66544087,78.60528816,87.40563036,1,977.361821,Maize
36.419183,85.58738774,76.17288589,1,986.7019786,Millets
19.53417668,90.3852445,28.94304142,0,1031.498647,Cauliflower
33.06507423,55.02861141,99.19370093,1,952.1357052,Tobacco
26.56533546,62.98083741,28.18299032,0,1001.770544,Chili
30.59061703,54.37610678,63.26024097,1,1010.937522,Onion
34.23825052,72.89618503,79.72563591,0,960.1846362,Tobacco
28.66427015,39.26881963,73.84007351,1,1018.970877,Cotton
21.75653523,81.0572325,85.67069875,0,997.2610308,Cotton
20.87651487,34.02039213,1.440869742,0,979.2457446,Millets
15.77663347,64.61547485,43.62446034,1,968.8695368,Cauliflower
33.20006101,60.05366383,97.66559699,0,1045.305929,Tobacco
41.7400793,60.81733883,57.40193708,0,1033.987142,Groundnut
21.86043576,60.90900939,80.10591948,0,1031.109456,Maize
31.53127434,50.02987742,63.67231082,0,1036.874361,Onion
40.0660759,54.95965939,7.024275718,0,985.2257393,Wheat
44.70356557,68.01329772,88.78158714,1,1027.727392,Chili
28.43706052,61.48071252,10.74088603,1,971.5078806,Tobacco
28.41800235,47.86639524,76.6290538,0,1035.701651,Pulses
36.24945485,65.46776024,7.079413439,1,997.9591061,Wheat
16.46638754,74.58185323,18.17245994,1,950.0865043,Tobacco
21.38314167,75.28456639,43.14730408,1,965.6598291,Barley
29.80787155,85.77761675,11.18157317,0,1023.232401,Brinjal
25.31984925,32.44729146,43.92693612,0,951.6189527,Cauliflower
29.88729366,81.4132313,63.00299909,1,1000.695478,Cotton
28.65042957,79.18891205,68.63746674,0,978.8304638,Maize
21.70538274,96.27070068,77.12674375,0,972.32146,Pulses
22.60795441,75.4573957,33.67648542,0,1038.837249,Potato
20.15938804,82.60851742,40.49402236,0,975.9922371,Tomato
37.62794926,96.70630619,81.843227,1,971.30447,Brinjal
29.12856741,89.82234689,51.61308202,1,965.3173386,Cotton
35.16343505,34.68790399,77.9621901,0,1005.463711,Brinjal
28.38134929,59.10497464,66.92480698,1,995.0392538,Pulses
36.63748124,40.33884694,16.48207834,1,1013.120188,Sugarcane
36.887336,66.49294085,97.84308669,1,998.404938,Peas
36.42460824,31.36611465,24.6764016,1,951.7210944,Sugarcane
33.44802452,56.91942408,35.41356574,1,984.8480246,Cabbage
42.34706863,75.87583018,50.97107318,1,957.6202774,Tobacco
41.66504011,99.73998706,54.28504375,1,976.9284498,Chili
20.70472127,45.35804188,71.49585875,0,1002.362174,Cotton
21.70844121,45.27735235,18.04431967,1,965.2751784,Cabbage
27.40027124,88.5683473,21.75217821,1,1043.316727,Peas
28.02306115,97.18396059,30.55718768,0,973.6331648,Onion
33.16698181,51.92064924,70.99395606,1,954.1844377,Tobacco
24.26137696,94.65409327,69.94677377,1,1028.470485,Maize
16.77217531,53.55973488,19.47328569,0,954.8381026,Tobacco
42.17773785,82.46926395,19.06339378,0,1026.120797,Sugarcane
20.90064157,38.64986973,42.79687661,1,960.6952399,Tobacco
26.8531481,65.28681257,57.08213571,1,1003.697987,Cotton
33.78138541,98.57551582,27.95008221,0,964.5499896,Tobacco
40.09605469,96.25293504,75.41540065,1,1028.158223,Onion
16.16935998,78.02637054,22.19117169,1,967.3472179,Onion
20.54824565,62.46179863,85.05849812,1,1000.228267,Pulses
33.33535031,62.34127627,7.866053424,0,1039.12919,Brinjal
29.59184572,41.25355006,94.72818899,1,955.2535135,Pulses
41.47663766,38.34445856,3.071932242,1,1004.804193,Sugarcane
35.85326527,84.70853047,57.22102613,1,952.2086519,Cabbage
36.62634049,31.38457689,2.050654916,1,1010.568368,Rice
41.39919711,86.89359839,48.73707547,1,1041.67044,Tobacco
31.80829117,66.6848515,13.65374918,1,1047.538021,Mustard
16.94644469,93.59153561,39.35679128,1,997.9887024,Mustard
31.11452332,48.55094645,71.55956652,0,1018.431349,Onion
43.45906175,37.91740704,41.79780923,1,1020.916188,Cabbage
16.00111992,77.03378515,1.731026569,1,1018.146498,Sorghum
37.86396827,33.84197086,51.60768823,0,1021.733969,Potato
38.76430342,40.78417251,42.02456962,1,1041.4058,Chili
32.61027512,74.21829919,62.53932813,1,977.6898524,Potato
43.35857089,87.62387951,11.52952752,0,991.1921674,Sugarcane
16.52236267,74.99326505,39.74057015,1,982.3319485,Tobacco
27.28096135,54.94319401,27.60065397,1,978.390504,Peas
26.42827869,33.87099269,12.14746925,1,963.7515886,Millets
17.16436212,80.5105014,31.46436416,1,1016.773563,Peas
31.4747708,99.54026813,78.6797291,1,989.010493,Tomato
21.16772914,72.90057422,83.49130378,0,970.2494388,Maize
26.14677546,93.19612341,8.713963812,0,977.1486596,Tomato
21.43487192,72.02694065,41.03988724,1,1025.326236,Cabbage
39.24964635,84.95504704,99.56824682,0,1007.731829,Cabbage
33.13077785,82.42033519,9.083778528,0,983.2268974,Sorghum
24.82016809,65.85467801,32.43927421,0,968.339958,Tobacco
21.55856946,47.49964494,33.48754127,0,1043.543258,Potato
19.60473167,80.30001275,80.06507111,1,997.6686931,Pulses
15.84869014,72.45762523,53.79592402,0,1031.400309,Cotton
41.35084011,46.4128511,70.10765894,0,958.4613657,Mustard
43.39584959,53.39096147,1.34840772,0,1047.747853,Sugarcane
32.48027744,63.79559007,85.22297672,0,1048.432642,Chili
41.14645214,84.47385893,19.92904032,1,989.288052,Rice
39.21525772,85.16786572,96.62785843,1,996.1305969,Peas
17.9009812,81.23817421,90.33328105,1,965.4290396,Maize
20.77305119,77.93807815,48.30313199,1,995.4284864,Tomato
35.04846196,46.74473195,42.63244458,1,981.6970726,Groundnut
39.87287204,37.91889212,66.40990718,0,975.376505,Cabbage
41.0793758,87.50453101,43.65955648,1,1014.643908,Millets
34.17815179,95.90959605,4.24866169,0,953.2888616,Cabbage
24.50706589,80.77639111,33.43194768,0,961.5093169,Sorghum
33.27110812,72.16273069,86.99500192,0,963.3593227,Groundnut
16.79244566,58.72599216,54.70315643,0,982.7936948,Cotton
26.66074199,56.82355638,16.11016693,0,990.3211439,Brinjal
21.6352323,53.82827339,56.07340714,1,951.1711678,Maize
25.04906115,70.7164084,42.505279,1,1044.782715,Chili
37.51803407,53.73236774,35.98324933,0,1042.859732,Barley
17.4054873,72.65910683,57.11310261,0,974.6538396,Maize
38.39490448,62.52974552,97.75330863,0,959.6630785,Millets
15.45506062,98.77872786,26.70233654,1,1042.761028,Tomato
43.16027596,78.56839684,11.66490699,1,974.2929439,Sugarcane
34.48419013,54.38122884,93.74780342,1,1002.569717,Tomato
42.11568036,67.14893113,83.93207496,1,1040.737865,Millets
42.06441084,33.14630276,9.097366424,1,1031.240222,Sugarcane
34.86117996,31.3418701,1.479725257,0,959.6215628,Onion
29.00861826,79.14144883,62.15668474,0,986.0165839,Pulses
19.53460499,41.97232907,87.82106654,1,995.0344498,Maize
17.61320849,91.99691592,12.40188407,1,1038.809643,Sorghum
43.7328444,74.03523105,74.59605674,0,1012.669572,Cauliflower
21.29712021,34.29013235,6.133915381,1,991.6771096,Sorghum
31.7092053,95.21911473,18.47656494,0,963.2478275,Chili
33.2578481,84.40336969,23.60665419,1,1042.957766,Brinjal
37.75298598,66.75458545,13.80063485,0,1038.748964,Sugarcane
32.37547941,56.63640619,54.15547864,0,1039.350943,Millets
39.62449553,57.68977238,47.23561056,0,1022.590256,Mustard
20.03368355,91.08582564,76.74520621,0,1001.955089,Pulses
22.14809895,79.30329749,73.39383449,0,986.8154358,Cotton
42.13796393,98.30335335,49.39646909,0,963.3285179,Cauliflower
30.14143185,90.67975535,79.06367271,1,959.1770401,Potato
17.06583372,54.32556981,0.580575909,1,1032.595206,Mustard
33.42881466,50.53396117,30.20709189,1,1020.756865,Brinjal
